rank,city,company,website,state,founded,industry,metro
1504,Urbana,True Inspection Services,trueinspectionservices.com,Ohio,2007,Engineering,
1505,New York City,iTechArt Group,itechart.com,New York,2002,Software,New York City
1506,Dallas,North Central Distributors,northcentraldallas.com,Texas,2014,Retail,Dallas
1507,Windham,The Autumn Group,theautumngroupllc.com,New Hampshire,2008,Human Resources,Boston
1508,Murray,Disability Planners,displanner.com,Utah,2012,Insurance,Salt Lake City
1509,Jacksonville,LandSouth Construction,landsouth.com,Florida,1998,Construction,"Jacksonville, FL"
1510,Seattle,Fuel Talent,fueltalent.com,Washington,2013,Human Resources,Seattle
1511,San Diego,Sunken Stone,sunkenstone.com,California,2013,Advertising & Marketing,San Diego
1512,"Sunrise,",1020 Builders,1020builders.com,Florida,2011,Construction,Miami
1513,Chicago,Origami Risk,origamirisk.com,Illinois,2009,Software,Chicago
1514,Durham,Xtreme Park Adventures,xtremeparkadventures.com,North Carolina,2009,Consumer Products & Services,"Durham, NC"
1515,Alpharetta,P2sample,p2sample.com,Georgia,2010,Advertising & Marketing,Atlanta
1516,Chantilly,DirectViz Solutions,directviz.com,Virginia,2012,IT Management,"Washington, DC"
1517,Bellingham,Ben Kinney Real Estate Team,benkinneycompanies.com,Washington,2008,Real Estate,
1518,Addison,ValuD Consulting,valudconsulting.com,Texas,2009,IT Management,Dallas
1519,Pensacola,Beck Partners,teambeck.com,Florida,2014,Business Products & Services,
1520,Provo,E Simplified,esimplifiedtraining.com,Utah,2011,Business Products & Services,"Provo-Orem, UT"
1521,West Valley,Auric Solar,http://auricsolar.com,Utah,2010,Energy,Salt Lake City
1522,Denver,Punch Bowl Social,punchbowlsocial.com,Colorado,2012,Food & Beverage,Denver
1523,Tampa,Sourcetoad,sourcetoad.com,Florida,2008,Software,Tampa
1524,Framingham,Disruptor Beam,disruptorbeam.com,Massachusetts,2011,Media,Boston
1525,Laurie,AOK RVs,aokrvs.com,Missouri,2006,Retail,
1526,Beavercreek,TACG,tacgsolutions.com,Ohio,2006,Government Services,
1527,Boston,ClearCompany,clearcompany.com,Massachusetts,2004,Human Resources,Boston
1528,McLean,Peridot Solutions,peridotsolutions.com,Virginia,2007,Business Products & Services,"Washington, DC"
1529,Warner Robins,Advanced Project Consulting,advproj.com,Georgia,2010,Government Services,
1530,Bethlehem,Dream Live Prosper,dreamliveprosper.com,Pennsylvania,2010,Real Estate,"Allentown-Bethlehem-Easton, PA-NJ"
1531,New York City,Reorg Research,reorg-research.com,New York,2012,Media,New York City
1532,Steamboat Springs,Retreatia Holdings,retreatia.com,Colorado,2005,Travel & Hospitality,
1533,Atlanta,Nolan Transportation Group,ntgfreight.com,Georgia,2005,Logistics & Transportation,Atlanta
1534,Stony Brook,Softheon,softheon.com,New York,2000,Health,New York City
1535,Washington,Zippy Shell,zippyshell.com,District of Columbia,2010,Logistics & Transportation,"Washington, DC"
1536,Lehi,Big Leap,bigleap.com,Utah,2008,Advertising & Marketing,"Provo-Orem, UT"
1537,Denver,Artifact Uprising,artifactuprising.com,Colorado,2012,Retail,Denver
1538,Washington,Atlas Research,atlasresearch.us,District of Columbia,2008,Government Services,"Washington, DC"
1539,Seattle,"10,000ft",10000ft.com,Washington,2012,Software,Seattle
1540,Scottsdale,SiteLock,sitelock.com,Arizona,2008,Security,Phoenix
1541,Cary,Bennett Aerospace,bennettaerospace.com,North Carolina,2008,Government Services,"Raleigh, NC"
1542,Charlotte,Enviro-Master International Franchise,enviro-master.com,North Carolina,2009,Business Products & Services,Charlotte
1543,Nashville,Evolution Event Solutions,evolutioneventsolutions.com,Tennessee,2012,Travel & Hospitality,Nashville
1544,Honolulu,Elite Pacific Properties,elitepacific.com,Hawaii,2005,Real Estate,
1545,North Little ROck,Travel Nurse Across America,nurse.tv,Arkansas,1999,Health,
1546,La Quinta,Synergy Information Solutions,synergyis.us,California,2004,IT Management,"Inland Empire, CA"
1547,Lafayette,POTENZA,potenzainc.com,Louisiana,2007,Advertising & Marketing,
1548,Hawthorne,Pfister Energy,pfisterenergy.com,New Jersey,2003,Energy,New York City
1549,Atlanta,stable|kernel,stablekernel.com,Georgia,2013,Software,Atlanta
1550,Franklin,Interactions,interactions.com,Massachusetts,2004,Business Products & Services,Boston
1551,Huntersville,Proforma Durkee,proformadurkee.com,North Carolina,2010,Business Products & Services,Charlotte
1552,Fremont,LogiNext Solutions,loginextsolutions.com,California,2014,Logistics & Transportation,San Francisco
1553,Nashua,National Energy & Light,nelcompany.com,New Hampshire,2013,Manufacturing,
1554,Boston,829 Studios,829llc.com,Massachusetts,2007,Advertising & Marketing,Boston
1555,Chattanooga,Steam Logistics,steamlogistics.com,Tennessee,2012,Logistics & Transportation,
1556,Arlington,Metis Solutions,metisolutions.com,Virginia,2010,Government Services,"Washington, DC"
1557,San Francisco,Buffer,buffer.com,California,2010,Software,San Francisco
1558,Huntsville,Pinnacle Solutions,pinnacle-si.com,Alabama,2008,Government Services,"Huntsville, AL"
1559,San Mateo,Tipalti,tipalti.com,California,2010,Software,San Francisco
1560,Palm Bay,Avtec Homes,avtechomes.com,Florida,2005,Construction,
1561,Columbus,King Memory,kingmemory.com,Ohio,2009,Computer Hardware,"Columbus, OH"
1562,Manchester,Port One,portone.com,Connecticut,1997,Telecommunications,
1563,New Albany,SmartBox Web Marketing,smartboxwebmarketing.com,Indiana,2001,Advertising & Marketing,"Louisville/Jefferson County, KY-IN"
1564,Overland Park,DataLocker,datalocker.com,Kansas,2007,Security,"Kansas City, MO-KS"
1565,Vienna,Criterion Systems,criterion-sys.com,Virginia,2005,Government Services,"Washington, DC"
1566,Millbrae,Cargo Chief,cargochief.com,California,2012,Logistics & Transportation,San Francisco
1567,Ottawa Lake,SD Bullion,sdbullion.com,Michigan,2012,Financial Services,
1568,Orlando,Corkcicle,corkcicle.com,Florida,2011,Consumer Products & Services,"Orlando, FL"
1569,Long Island City,EAU DE LUXE,eaudeluxe.com,New York,2008,Retail,New York City
1570,Mason,STACK Construction Technologies,stackct.com,Ohio,2012,Software,Cincinnati
1571,Denton,pNeo,pneo.org,Texas,2008,Business Products & Services,Dallas
1572,Newton,CoachUp,coachup.com,Massachusetts,2012,Consumer Products & Services,Boston
1573,Fort Collins,Madwire,madwire.com,Colorado,2009,Advertising & Marketing,
1574,Mclean,Creative Systems and Consulting,creativesyscon.com,Virginia,2010,Government Services,"Washington, DC"
1575,San Mateo,Tile,tile.com,California,2012,Consumer Products & Services,San Francisco
1576,Pompano Beach,The K Company Realty,thekcorealty.com,Florida,2009,Real Estate,Miami
1577,Philadelphia,Community Veterinary Partners,cvpco.com,Pennsylvania,2009,Health,Philadelphia
1578,Columbia,ArcSource Group,arcsourcegroup.com,Maryland,2000,Government Services,Baltimore
1579,Chicago,BidMed,bidmed.com,Illinois,2012,Health,Chicago
1580,Charlotte,Search Solution Group,searchsolutiongroup.com,North Carolina,2002,Human Resources,Charlotte
1581,Santa Rosa,Moore Solar / Heating / Cooling,moorehvac.com,California,2009,Construction,
1582,Hoover,Lake Homes Realty,lakehomes.com,Alabama,2009,Real Estate,"Birmingham, AL"
1583,Las Vegas,Appreciation Financial,appreciationfinancial.com,Nevada,2009,Financial Services,"Las Vegas, NV"
1584,Piscataway,Rang Technologies,rangtech.com,New Jersey,2005,IT Management,New York City
1585,St Bernard,Southern Services & Equipment,sse-la.com,Louisiana,1996,Construction,New Orleans
1586,Scottsdale,Caliber The Wealth Development Company,caliberco.com,Arizona,2008,Real Estate,Phoenix
1587,Alpharetta,Cira Infotech,cirainfotech.com,Georgia,2006,IT Management,Atlanta
1588,San Diego,eSUB Construction Software,esub.com,California,2008,Software,San Diego
1589,San Diego,Fuse Integration,fuseintegration.com,California,2010,Government Services,San Diego
1590,Miami,RDS Team,rdsteam.com,Florida,2010,Business Products & Services,Miami
1591,New York City,SPEAR Physical Therapy,spearcenter.com,New York,1999,Health,New York City
1592,Annapolis Junction,Synergist Computing,synergistcomputing.com,Maryland,2012,Software,Baltimore
1593,Austin,Growth Institute,growthinstitute.com,Texas,2012,Education,Austin
1594,San Francisco,Kaizen Technology Partners,kaizentechpartners.com,California,2013,IT Management,San Francisco
1595,Dallas,Rogers Healy and Associates,rogershealy.com,Texas,2007,Real Estate,Dallas
1596,Peachtree Corners,SaaSOptics,saasoptics.com,Georgia,2009,Software,Atlanta
1597,Los Angeles,Winc (formerly Club W),winc.com,California,2012,Food & Beverage,Los Angeles
1598,Plymouth,iAffiliate Management,iaffiliatemanagement.com,Minnesota,2009,Advertising & Marketing,Minneapolis
1599,Chicago,Eligo Energy,eligoenergy.com,Illinois,2012,Energy,Chicago
1600,King of Prussia,Veterinary Practice Partners,vetpartners.com,Pennsylvania,2011,Business Products & Services,Philadelphia
1601,Columbus,Coastal Ridge Real Estate,coastalridgere.com,Ohio,2013,Real Estate,"Columbus, OH"
1602,Leesburg,Lynker Technologies,lynkertech.com,Virginia,2007,Government Services,"Washington, DC"
1603,New York City,Americord Registry,americordblood.com,New York,2008,Health,New York City
,,,,,,,
1604,Fort Worth,BestCode,bestcode.co,Texas,2011,Manufacturing,Dallas
1605,Irving,U.S. Adjusting Services,usadjustingservices.net,Texas,1993,Insurance,Dallas
1606,Monsey,Funding Source,fundingsourcecorp.com,New York,2000,Financial Services,New York City
1607,Springfield,RR & Company Realty,rrandcompany.com,Massachusetts,2011,Real Estate,
1608,Pasadena,SunnyBoy Entertainment,sunnyboyentertainment.com,California,2004,Media,Los Angeles
1609,Durham,OnPar Technologies,onpartech.com,North Carolina,2007,IT Management,"Durham, NC"
1610,San Antonio,ProScribe,proscribemd.com,Texas,2010,Health,"San Antonio, TX"
1611,Phoenix,Lumber One Services,lumberoneservices.com,Arizona,2009,Construction,Phoenix
1612,Cincinnati,Ahalogy,ahalogy.com,Ohio,2012,Advertising & Marketing,Cincinnati
1613,Glen Allen,Capital Square 1031,capitalsquare1031.com,Virginia,2012,Real Estate,"Richmond, VA"
1614,KNOXVILLE,Design Innovation Architects,dia-arch.com,Tennessee,1989,Construction,
1615,Denver,DENVER DESIGN BUILD,denverbuild.com,Colorado,2010,Construction,Denver
1616,Lake Oswego,Unosquare,unosquare.com,Oregon,2009,IT System Development,"Portland, OR"
1617,Los Angeles,Omaze,omaze.com,California,2012,Consumer Products & Services,Los Angeles
1618,Chandler,MST Solutions,mstsolutions.com,Arizona,2012,IT System Development,Phoenix
1619,Chicago,AGB Investigative Services In,agbinvestigative.com,Illinois,2001,Business Products & Services,Chicago
1620,Richardson,Enseo,enseo.com,Texas,2000,Media,Dallas
1621,Beaverton,Parking BOXX,parkingboxx.com,Oregon,2011,Software,"Portland, OR"
1622,Mooresville,Done Right Merchandising,donerightmerchandising.com,North Carolina,2006,Retail,
1623,Chicago,Devbridge Group,devbridge.com,Illinois,2008,Software,Chicago
1624,Leander,Fifteen Five,fifteenfivepartners.com,Texas,2010,Business Products & Services,Austin
1625,Redondo Beach,Fuel50,fuel50.com,California,2014,Software,Los Angeles
1626,Bradenton,Defender Screens International / DBA Progressive Screens,progressivescreens.com,Florida,2002,Manufacturing,"Sarasota-Bradenton-Venice, FL"
1627,Laguna Hills,Architecture Design Collaborative,adcollaborative.com,California,2014,Engineering,Los Angeles
1628,Aventura,Ultimate Jet Vacations,ultimatejetvacations.com,Florida,2012,Travel & Hospitality,Miami
1629,Costa Mesa,MaxGen Energy Services,maxgen.com,California,2009,Energy,Los Angeles
1630,Overland Park,Rx Savings Solutions,rxsavingssolutions.com,Kansas,2012,Software,"Kansas City, MO-KS"
1631,Riverside,InnovateEd,innovateed.com,California,2007,Education,"Inland Empire, CA"
1632,Randolph,AMC Bridge,amcbridge.com,New Jersey,1999,Software,New York City
1633,Mt Pleasant,Q4Launch,q4launch.com,South Carolina,2008,Advertising & Marketing,"Charleston, SC"
1634,Washington,Creative Business Solutions,cbsxcels.com,District of Columbia,2007,Government Services,"Washington, DC"
1635,Irvine,Denken Solutions,denkensolutions.com,California,2010,Business Products & Services,Los Angeles
1636,Redwood City,Reltio,reltio.com,California,2011,Software,San Francisco
1637,Ridgewood,Aggressive,aggressive.tv,New Jersey,2006,Media,New York City
1638,Huntsville,Mission Driven Research,missiondrivenresearch.com,Alabama,2012,Government Services,"Huntsville, AL"
1639,Agoura Hills,Relief-Mart,wwwreliefmart.com,California,2001,Retail,Los Angeles
1640,Gainesville,Fracture,fractureme.com,Florida,2009,Consumer Products & Services,
1641,Fort Wayne,Ruoff Home Mortgage,ruoff.com,Indiana,1984,Financial Services,
1642,Reston,Assured Consulting Solutions,assured-consulting.com,Virginia,2011,IT Management,"Washington, DC"
1643,Irvine,Schiefer Chopshop,schieferchopshop.com,California,1985,Advertising & Marketing,Los Angeles
1644,Chapel Hill,Bold Construction,buildboldnc.com,North Carolina,1999,Construction,"Durham, NC"
1645,Philadelphia,The Roman Guy,theromanguy.com,Pennsylvania,2012,Travel & Hospitality,Philadelphia
1646,New York City,123Stores,123stores.com,New York,2010,Retail,New York City
1647,Sunrise,CEI Staffing,thecei.com,Florida,2004,Human Resources,Miami
1648,Los Angeles,Everpark,everpark.com,California,2009,Business Products & Services,Los Angeles
1649,Simpsonville,9Round,9round.com,South Carolina,2008,Health,"Greenville-Mauldin-Easley, SC"
1650,Tallahassee,GloFX,https://glofx.com,Florida,2012,Manufacturing,
1651,Rochester,Avani Technology Solutions,avanitechsolutions.com,New York,2008,IT Management,"Rochester, NY"
1652,Lehi,B.O.S.S. Retirement Solutions,bossretirement.com,Utah,2008,Financial Services,"Provo-Orem, UT"
1653,Jackson,Great Lakes Caring,greatlakescaring.com,Michigan,1994,Health,
1654,Indianapolis,Sims-Durkin Associates Engineering Co.,sims-durkin.com,Indiana,1987,Engineering,"Indianapolis, IN"
1655,Rochester,ViewSPORT International,viewsport.us,New York,2010,Consumer Products & Services,"Rochester, NY"
1656,Chicago,Right Way Signs,rightwaysigns.com,Illinois,2012,Advertising & Marketing,Chicago
1657,Louisville,NIMBUS,hellonimbus.com,Kentucky,2002,Advertising & Marketing,"Louisville/Jefferson County, KY-IN"
1658,McLean,Dovel Technologies,doveltech.com,Virginia,2005,IT System Development,"Washington, DC"
1659,Lancaster,The Exterior Company,theexteriorcompany.com,Pennsylvania,2012,Construction,"Lancaster, PA"
1660,New York City,Food52,food52.com,New York,2009,Retail,New York City
1661,Miami,SoBe Promos,sobepromos.com,Florida,2010,Advertising & Marketing,Miami
1662,Fort Mill,PCI Group,pcigroup.com,South Carolina,1970,Business Products & Services,Charlotte
1663,Valley Stream,Synergy Business Solutions,sbsfunds.com,New York,2011,Financial Services,New York City
1664,Palm Harbor,Skynet Healthcare Technologies,skynethealthcare.com,Florida,2013,Software,Tampa
1665,San Jose,EQ1 Real Estate,eq1re.com,California,2013,Real Estate,San Jose
1666,Colorado Springs,Magneti,magneti.com,Colorado,2010,Advertising & Marketing,
1667,Missoula,Submittable,submittable.com,Montana,2010,Software,
1668,Memphis,Crisp Marketing,crisp-marketing.com,Tennessee,2009,Advertising & Marketing,
1669,Houston,Vivaldi Music Academy,vivaldimusicacademy.com,Texas,2013,Education,Houston
1670,Austin,F&S By Farrah,furnishedbyfarrah.com,Texas,2010,Consumer Products & Services,Austin
1671,Addison,Poo~Pourri,poopourri.com,Texas,2007,Consumer Products & Services,Dallas
1672,Norcross,Elevate Live Events,elevate live events.com,Georgia,2012,Business Products & Services,Atlanta
1673,Rolling Meadows,Local Marketing Solutions Group,lmsg.co,Illinois,2012,Advertising & Marketing,Chicago
1674,Ocala,Optimum RV,optimumrv.com,Florida,2006,Retail,
1675,Suwanee,Eclipse Brand Builders,eclipsebrandbuilders.com,Georgia,2013,Construction,Atlanta
1676,Alpharetta,Mark Spain Real Estate,markspain.com,Georgia,1998,Real Estate,Atlanta
1677,Fulton,Stratus Solutions,stratussolutions.com,Maryland,2008,Government Services,Baltimore
1678,New York City,Exusia,exusia.com,New York,2012,IT Management,New York City
1679,Phoenix,P.R.O.S. Corporate Housing,proscorporatehousing.com,Arizona,2013,Travel & Hospitality,Phoenix
1680,Tinton Falls,World Insurance Associates,worldins.net,New Jersey,2011,Insurance,New York City
1681,Van Nuys,LA Solar Group,lasolargroup.com,California,2012,Energy,Los Angeles
1682,San Jose,Draco Broadcast,dracobroadcast.com,California,2010,Manufacturing,San Jose
1683,Chicago,Prime TSR,primetsr.com,Illinois,2013,IT Management,Chicago
1684,Irvine,Alorica,alorica.com,California,1999,Business Products & Services,Los Angeles
1685,Bloomington,FormAssembly,formassemby.com,Indiana,2006,Software,
1686,Livonia,Cross Renovation,crossrenovation.com,Michigan,2009,Construction,Detroit
1687,Cincinnati,E-Volve Systems,e-volvesystems.com,Ohio,2010,Engineering,Cincinnati
1688,New York City,AdTheorent,adtheorent.com,New York,2011,Advertising & Marketing,New York City
1689,Lehi,Noke,noke.com,Utah,2013,Security,"Provo-Orem, UT"
1690,Huntsville,Shearer,shearerassociates.us,Alabama,2000,Engineering,"Huntsville, AL"
1691,Fort Lauderdale,Collateral Management,collateralmanagement.org,Florida,2010,Real Estate,Miami
1692,Carlsbad,Novasyte,novasyte.com,California,2008,Health,San Diego
1693,New York City,SoHo Dragon,sohodragon.nyc,New York,2010,IT System Development,New York City
